channel,time_ns
1,383744219800
4,386415040700
1,386884235700
4,387304099400
4,389734078500
1,390272658500
3,391606794800
3,391830682900
4,392229329000
4,393230138400
2,395644010400
1,395995264300
1,396207329500
2,397401973000
3,397688456600
3,398204345000
3,398628094600
3,398844875100
3,401229159600
4,402354291100
4,404369373200
1,404497181100
1,405167309600
1,408528151300
3,419468029000
4,420386085700
3,421286682800
3,421836206800
3,422827045200
4,427381848500
1,428526054100
3,429829691800
1,430764384000
3,430867498900
3,434084824100
4,435308142500
4,435308588800
3,436107386800
4,438648758700
4,439057928500
1,443043273100
4,443264766400
2,444232834200
4,444382969200
2,444991500600
2,445141038700
1,445414395600
4,451865302200
2,452600176400
4,454436636600
1,456180468700
3,456434649900
1,459157084300
1,461272512000
2,461898193300
2,464400428400
4,465416453100
1,469323176100
4,469608067800
3,470598186900
1,472089100300
3,472256697500
3,472378067800
1,473128997500
2,473154097100
4,474482710800
2,476607786800
2,478516374300
4,479184723600
2,479387581000
4,481268996100
1,486148011500
3,487626308800
2,488969667900
1,493889780800
2,494021531200
1,496294074200
2,496443507500
2,499463138500
3,499903872300
1,501241759600
1,502337506500
1,502337639900
2,503091065300
3,503137410900
4,504544494100
3,505728699600
1,507190715200
3,514720602200
1,517259249100
1,518721460900
1,519326149700
1,519373200000
2,521367779400
4,523624196500
4,524625149400
1,525510244100
2,527312753300
1,527606713400
1,530568536500
4,530576718300
4,531014492900
2,533623484400
3,533834992200
1,535313977000
1,535434591200
1,535461234700
1,538850778600
4,540042110500
2,540391878800
4,540477365100
1,540681275500
2,541389523800
4,542114538900
2,542470401500
4,542688009400
2,543445564200
2,544654631900
2,546009192500
4,546039876400
2,546635989400
3,548213965600
4,548518541000
4,550253937700
4,550254026100
1,550254151100
1,552208152300
1,552478719200
3,552619511000
4,554032571600
4,554881830600
4,556108699400
2,558405988800
3,559211074800
2,559827465200
4,560486211600
3,560486273500
4,561722780200
3,562790918400
3,565475323500
4,565554132700
4,569578717800
2,572296676600
1,577233779400
1,578760707300
1,579468792800
2,581814565100
2,583279479000
4,584283566500
3,584693668400
2,585389214800
4,589569320500
4,591608010000
4,592410213900
2,593730312100
4,594162679500
2,594679040300
3,599725193500
3,600157868700
3,602068159900
1,602550577900
1,602975120700
4,603526814700
3,609673608500
1,610206431200
4,611044252200
1,611068372600
3,612793601800
3,614338308900
4,615974678100
2,616797392600
2,619058300000
2,619058308600
3,620680884400
1,622130369100
4,623834429900
1,624108697500
1,624136023600
3,624853580000
1,624870429200
3,627420875500
3,627595705000
3,628179244300
2,630334303200
1,630976012100
4,632642341200
2,633688934500
2,633988744200
4,637699720400
4,638192385700
1,640241869100
3,642697394100
2,643423839400
1,647588301800
2,647638022200
1,653155472800
3,653923444000
2,655087234700
1,655087279800
3,655087453300
1,655721863800
4,656438971800
3,658381543800
4,658617692800
2,661083581000
1,662126708500
4,664083123800
3,664184343300
2,667796418700
4,668017177400
3,668268627800
1,669081435000
3,669756534500
2,670463108200
2,672450516900
4,672753070900
1,672872612600
2,673956777800
4,674229661800
4,675866757400
2,676813424800
3,677012591200
4,677485854600
1,678803250500
1,682839677500
1,685561051600
3,686110469100
1,686799056600
4,687251200200
3,689261816500
3,690031628200
3,692764563500
2,692764567500
3,694238353400
2,694484811200
1,694629897000
1,697246695900
2,698643550900
1,698680651500
3,698747937700
2,699155389800
2,699568303700
3,701927179600
1,703026122000
1,705120183900
3,705696937800
2,706908125100
3,707003925100
2,707060962900
2,707692142900
3,708467465500
1,709138142700
3,710776123600
1,711000644100
1,712628270400
3,712914693700
4,715458985000
1,720047795300
2,720935008200
2,721423006800
3,722157720800
4,723635769900
4,724042868400
2,724950801600
3,725024543700
4,725170283200
3,726089712000
4,726704502700
1,727250426000
1,728189990700
2,731625928900
2,732680876700
4,734481118300
1,734500384500
4,736211445900
3,737674170000
3,739088239900
2,741648660300
2,742151313300
3,742842176800
2,744187417000
1,744727132500
2,745276587600
2,750331628800
1,752456695900
4,755420414600
3,758140736900
3,758672055800
1,758840458000
2,758859753400
1,760974372600
2,763328329200
1,765747206400
1,768838006500
2,774317816300
2,774349898900
2,774975506500
1,776082091900
4,777745429800
3,779569580500
3,781656859000
1,782141242600
3,782403080900
2,782476843800
4,785976164900
1,788340143100
1,788810485300
4,789465466800
2,792710649000
3,794106314400
3,794525439100
2,795724107900
4,800002240200
1,800553247000
2,801360297900
2,801601160600
4,806040220000
2,806416619200
3,807901061400
4,809075767200
3,810865966100
1,811538507000
4,813059111100
4,816058105500
2,816197973500
1,816632094600
3,817358447300
3,820639018300
2,823553384800
4,824808224000
3,827639398500
1,828908222000
2,831263720700
2,834679828000
2,836117373800
4,838138691600
1,838208864700
4,838530254100
2,841278383500
1,842727881800
1,843440454700
4,845898440200
3,847885108600
3,848547666900
4,849472993200
1,851336730100
1,854684104300
1,855542523800
1,855691196400
4,856079431800
3,858306991000
2,861290198100
4,861648805700
3,862140356300
1,863226412900
3,864311471500
2,864375647300
1,864917587600
1,865104006300
3,865853451600
4,867079393100
2,868504995200
1,869237280600
3,870384702900
2,872143149500
3,873482808600
4,874598103900
2,876745063400
4,879313830500
4,879612206900
4,879943816700
1,883408194400
1,883448509900
4,885159057400
3,889683934100
4,890535698000
1,896752082300
3,897991212700
4,898160118300
2,898332715200
1,901562998400
1,902099162400
1,902914090700
2,903059631900
2,903126449200
1,903126595800
1,905108040300
4,906601502500
2,907920278100
1,911902865500
1,912353805400
4,912665025200
1,913141085500
1,923043675200
2,923174198200
1,924237293300
3,924285184400
2,924738764400
4,926932555800
3,927474841000
3,927821950600
3,933162588400
4,933724507400
1,937284097400
2,937898657200
4,940122815800
2,942300649300
1,942750851200
1,944003222600
2,944003694500
4,946248639700
4,946920735700
4,947355369900
4,948387502100
3,949937143400
1,951022559300
2,957894489200
2,958689001300
4,958784672000
4,961519633600
2,961673055100
1,966225266300
1,966375993200
1,968925893400
3,970378825000
1,970889124700
2,971822780700
4,971883048200
2,972081734300
1,972311967100
4,972617978700
3,972788562500
3,973299677700
2,973833661300
3,975453975000
1,978567340000
1,979057835200
3,979529228500
1,979571638400
4,980040333200
2,981898985200
3,982798287600
1,983162614600
4,983542034600
4,985981422400
3,986734600300
3,986791601500
2,986936663800
4,987590559400
2,991124665700
1,993446271800
4,998933266800
4,1001395684100
2,1001643963600
3,1001647929900
3,1001806352900
2,1003442891200
1,1003545037200
2,1004175005500
4,1005652744300
4,1007981975000
2,1008102809700
2,1009776472800
3,1010191551000
3,1010687242300
2,1011653020200
1,1011784100900
3,1013125286800
4,1013895692800
3,1013935247200
2,1014875067700
2,1015728924800
4,1018927700800
2,1018927898700
1,1020165655100
1,1020183221200
3,1020668805300
1,1020669039100
1,1021654308900
2,1021660289100
3,1023124801400
4,1024877256100
3,1026753547800
4,1027271137700
4,1029309721300
4,1029321390700
2,1030191054500
4,1030212113100
2,1030390993900
4,1031394498700
4,1033642972800
3,1034049080100
4,1034098057600
2,1035204106000
3,1038470119900
4,1038836684900
4,1038987147300
3,1039330870600
1,1040690788900
3,1041328737200
2,1041687271900
2,1042968015500
2,1046444180700
1,1047267321400
3,1047889605000
3,1048207317700
4,1049883760300
3,1051337057300
1,1052590794700
3,1055339564300
3,1060710201400
3,1060974871500
3,1064822271600
2,1066155323200
2,1068098461100
4,1069355578800
1,1069471486000
4,1069753705100
3,1070083585200
3,1070156656400
1,1070734875600
4,1072804620600
3,1073467398400
1,1073467538300
4,1076080685600
2,1078523752800
1,1079850568800
2,1082903815400
4,1084679404100
3,1085229725800
4,1085508972800
2,1086643347900
4,1094839791900
3,1096377075200
1,1096606920700
2,1096942702300
4,1098826185200
2,1101004563400
1,1102921173700
2,1103039654900
1,1103703121200
3,1107209342200
3,1107433570700
4,1108096239500
3,1112129690300
4,1112394869700
1,1112550725500
3,1113440535800
2,1114443656400
1,1115120288800
1,1116506816300
1,1117151265700
4,1117997115900
1,1118420659700
4,1119891159800
3,1120808286000
1,1121319723300
3,1123022939600
4,1123278658900
3,1123510235300
2,1123589522600
4,1124088931100
2,1126662769900
2,1134187528100
4,1136605817000
3,1137767951500
4,1140591228800
1,1144432687700
4,1146915807100
4,1147261424900
4,1148106667300
3,1148983398800
3,1149556093600
1,1150119273300
2,1150409060900
4,1151759067100
4,1153450918500
1,1153937132800
3,1154068000100
3,1155597333100
2,1158359655500
1,1158714026900
4,1159680067000
2,1160956422300
1,1161296212800
1,1161679316500
4,1161971314400
3,1162893995500
4,1163564186100
1,1167762757100
1,1167980429500
1,1168282471600
4,1168502949000
3,1170714516100
2,1172025894300
1,1175010151000
1,1176240379600
1,1177178131300
4,1177240845600
2,1177832948700
3,1180727175800
2,1181533770900
2,1182804582800
4,1185135898200
2,1185452128900
1,1187837438400
1,1192680641900
3,1193601711900
2,1194326234500
4,1194704731500
3,1195185048000
4,1195743040400
4,1200439895000
3,1205298119800
2,1206520152500
3,1206728517600
4,1210878282400
2,1211344616900
4,1211977385000
3,1212481534600
2,1213012568700
3,1215274763300
3,1216841362900
2,1223819952700
2,1224060644700
3,1225707741000
1,1226532919200
1,1226560698000
4,1226993975900
4,1227099250000
2,1229815221700
1,1230438081100
3,1231636019600
4,1231940942700
1,1233484827200
3,1236266546200
3,1236916111100
1,1237609890700
4,1239589671900
1,1243006503500
2,1243840738200
1,1245148180500
3,1245414067000
1,1245652585500
4,1248007344800
1,1248277177700
1,1250540485100
3,1251444684000
4,1261809046700
1,1263707007400
2,1263736323600
4,1265133891000
1,1269237999200
1,1274472563700
4,1277657683400
4,1277736262400
4,1278023913800
3,1279238053200
3,1280349913400
1,1281376545600
4,1282722784200
1,1284115843000
3,1285855137600
1,1287188007000
2,1288429810500
3,1288767850900
4,1289230623100
3,1290093346500
4,1290210500700
2,1290746498200
2,1290776784300
4,1291251457700
3,1291251638500
2,1292598794600
4,1292998902600
1,1293580972500
3,1293873018000
1,1294626268000
1,1294676560100
4,1298373386200
3,1298736317800
2,1298893630900
1,1299639276200
3,1301964639200
1,1302103741900
3,1302104452500
3,1302226467800
1,1302899662100
3,1304614062000
1,1305813997400
3,1306818250600
1,1307390543100
3,1309020729100
1,1309898781400
3,1311352101400
2,1311998411300
1,1312816922800
4,1312988521000
4,1313656013500
1,1314843962000
1,1314896200800
3,1315653628400
2,1316542633300
2,1317847480200
3,1317908629300
1,1318190656200
1,1319457485600
2,1320858167000
1,1321822907200
3,1324499555000
3,1325823526200
2,1326310177400
2,1326510868200
1,1327691631600
3,1327693801100
2,1327749335400
3,1328404112500
4,1328861956400
4,1330220025000
4,1330842577300
3,1330962759400
4,1333710908100
2,1335490132900
3,1336106241900
3,1337242092200
3,1338730192700
3,1339438931600
1,1340593202900
2,1341028380100
3,1344829501600
3,1346609394400
4,1348658419500
1,1348933913300
1,1349518939800
1,1349932462300
2,1350734131300
2,1351166131800
2,1352850617200
4,1356033097600
4,1356270529700
3,1356858235800
1,1358132283900
3,1358177626400
4,1359191760900
4,1363434976000
2,1363803841300
1,1365572575800
3,1367002770800
1,1367036771000
1,1367576633800
1,1368488970400
2,1372823961700
2,1375424946400
2,1375464780600
4,1375903266500
1,1377877087600
4,1383200820800
2,1383281057800
2,1383748494400
1,1384190863300
4,1388363564200
1,1389071097600
2,1390178112900
3,1390622643700
3,1391535676900
1,1391998178300
2,1392832162300
2,1393354212900
3,1394441849700
4,1394442446700
4,1395918337900
4,1396747643300
2,1397008111200
2,1397108461700
4,1398001567900
4,1399460764400
1,1399700650500
2,1399944181200
1,1399944415300
3,1401730047100
2,1402399919500
3,1402942049100
2,1404953345500
1,1405454737800
1,1407933084000
3,1409382674900
4,1409889265700
1,1409963147100
1,1411889781200
2,1412934592000
2,1414060316900
3,1414242098800
2,1415996022200
2,1417545986100
1,1418915333300
1,1419025829500
2,1420517765700
4,1422719824400
2,1423172275900
4,1424210108800
1,1425082483200
4,1425777239900
4,1428809935900
1,1428810433300
3,1429279546900
2,1430577260200
2,1436609784400
1,1436894557700
1,1440664020500
2,1443688298300
2,1444153027800
4,1444843613100
1,1445542377400
2,1446394996500
3,1447689929700
4,1448713726200
4,1449745314200
1,1454011454900
2,1454180243600
1,1455213554400
1,1458836898200
2,1459039710000
1,1459992789500
4,1460436622100
3,1460443736400
2,1466914802800
2,1471031451600
4,1472906563000
2,1473135918600
2,1473626883600
3,1474815580300
2,1474862118400
2,1476313824100
2,1477551198300
4,1483268774700
1,1485619444400
2,1485742243500
2,1485742521100
4,1486676154300
3,1487536404700
3,1487904695500
2,1489487059900
3,1491117129300
4,1491847744700
4,1492115409900
3,1492159364400
4,1492271049900
1,1496769769600
4,1497131321200
1,1498194868000
3,1498231008700
1,1500540324600
3,1502259601900
3,1502923677200
2,1503018017300
4,1503590121300
4,1505794312800
3,1506098357100
4,1506799810200
1,1507705840200
4,1510972675200
2,1511624681300
3,1512404183600
2,1512839983300
3,1512842227800
2,1513724337600
1,1514535219000
1,1517200965200
1,1517402716300
4,1518314922200
1,1518489840800
1,1518703261700
4,1521458308500
1,1521513290100
4,1521623089000
2,1522959234100
4,1527570484600
4,1531525298400
2,1532038696400
2,1532824430000
3,1533908831100
1,1534056209000
4,1536791494200
1,1538013958100
2,1540139865600
4,1540525923600
3,1540614378300
1,1541451085600
1,1542373506900
1,1544641368100
3,1544838585900
1,1546788364100
2,1547835441900
3,1549601454800
4,1551091860800
2,1552780029800
3,1553142935000
3,1553944466500
4,1555816222800
4,1556411477700
4,1556411489800
4,1559706430300
3,1560492966900
3,1560944619800
1,1561005354200
3,1562544769900
1,1564013097800
3,1564857985700
4,1566997894000
2,1567495046400
4,1568274689900
3,1573183996400
3,1574414763000
3,1574852044900
4,1576327661000
4,1577075100700
4,1580247471400
1,1582668980100
4,1583561084500
1,1584552184100
3,1585342526200
3,1587303881000
4,1588599306900
1,1589424941600
1,1589447705600
2,1589986864500
1,1590140395000
4,1593809459400
1,1594212371300
4,1594562840600
1,1595521496400
1,1596664165700
4,1596743094000
1,1596880820100
3,1596995193800
4,1597438013200
4,1598560754000
3,1600077103400
2,1600265014100
3,1601373881500
1,1602013931600
3,1602115521800
2,1602279169100
1,1602490926900
4,1602804885500
1,1603419434800
4,1603671372000
1,1608873119700
1,1613338328200
1,1615725549400
4,1618649109800
2,1620374119000
4,1622836935500
4,1624066407100
3,1625067035300
3,1625444813900
1,1627958184800
2,1629685422900
4,1631180134800
4,1632417021000
1,1637067733400
2,1639563545100
4,1642116014500
2,1642490301300
1,1644147590200
3,1650579672600
1,1653000817500
3,1653025391800
2,1653255330100
3,1654221491800
4,1655175022600
1,1655397325300
1,1655920073000
3,1658129944800
1,1660044310400
3,1660511468800
3,1662293568700
2,1662431434400
4,1663843852800
3,1664659121500
2,1664667592300
3,1664984458400
4,1665781065500
3,1667559745900
4,1668518212300
3,1668963774900
1,1671620220700
1,1672205065900
4,1675035675400
1,1675474439400
4,1676804932000
3,1678619599200
2,1679559277200
2,1683013637200
1,1683264686800
2,1683420641900
4,1683954438400
4,1685632625500
1,1685968511100
4,1686615719700
4,1687256873100
4,1688607079900
4,1689942713600
1,1690491051600
4,1690919677900
1,1692098429600
2,1693552503600
4,1694573578200
1,1694943721800
1,1695272850900
3,1697894669100
3,1698727734700
1,1703459987100
3,1704865879500
2,1705550017200
2,1706777573300
3,1708180860100
4,1710728858100
3,1714908608200
4,1715115410400
3,1715471197300
1,1715645896500
3,1718136652200
1,1718523193400
1,1719798323100
4,1721350612300
1,1721658935400
4,1722205394500
2,1722589468500
4,1722670394300
2,1722967268900
1,1727195240800
2,1728117910500
2,1728482512800
1,1728619758100
2,1729512768900
4,1731003455400
2,1731389256200
3,1731910156700
3,1734129172100
3,1734129354100
1,1734189317400
2,1734343549200
1,1735202856200
2,1735327965600
3,1735328114900
4,1736100776500
2,1736100813800
4,1736261457200
4,1736261468800
4,1736307363100
2,1736477787900
2,1738039157500
1,1738952435600
4,1742017023000
1,1742192834300
4,1747902533700
3,1748272960200
1,1750358555500
2,1750423731700
4,1752054375900
2,1752582852900
4,1756612311000
1,1756820230500
4,1758494346100
4,1759953495400
4,1761547374600
3,1762568673700
1,1766578192500
2,1766812509000
1,1767292758200
3,1767373816000
4,1767489815900
3,1767732683200
3,1768356635300
2,1768452269500
1,1770367971800
1,1771439737200
4,1772425466100
4,1773164415000
3,1773164766600
2,1773986146200
4,1775850450800
4,1776347328300
4,1778555974800
4,1780470351900
3,1781695131600
1,1782787223800
2,1785690021000
4,1788875787200
4,1790045484200
3,1791285871800
1,1792219066100
3,1792368955300
1,1793000002700
2,1793498128200
2,1798400281400
1,1799594865000
2,1799757420200
3,1800594230600
2,1801826054400
1,1801848149400
1,1802104837800
2,1802746296200
4,1802940837800
1,1806169215700
2,1807767671600
2,1810680017700
2,1811502679800
2,1811818058300
2,1812380641300
3,1813178756700
2,1817021338700
3,1818645998100
2,1818646073300
3,1820206635100
3,1821937983600
2,1825747630600
3,1826975695600
1,1828186039500
2,1828226603300
3,1833320359100
3,1833365708600
1,1833616110000
3,1833988116500
4,1838812470700
1,1840600522500
4,1841234485000
1,1841995464300
2,1845641400400
4,1845814963800
3,1848053696800
3,1850116087800
2,1850116508300
3,1850438109600
2,1851085869000
1,1851446673200
1,1852206208700
2,1852809218000
1,1853967906600
2,1855316459400
3,1856858149500
3,1860477609000
3,1860917849300
2,1861265015100
4,1861496393700
1,1862260503100
2,1864108807400
3,1864111802600
3,1864932164000
3,1866136266600
4,1866993382000
2,1867380786500
3,1869680033600
4,1870313809600
2,1870331404300
4,1871927859600
1,1872434957800
3,1873261557800
4,1874459617900
3,1876762268600
1,1878384061600
4,1884651752400
4,1886021999500
3,1886175619300
3,1886775034200
4,1887345856900
1,1888991658600
2,1892685241000
1,1894451544700
4,1894465592000
2,1895591258100
3,1905135057000
1,1907306131600
4,1907516032600
1,1908564733200
2,1908576572000
3,1909283250300
4,1910198034100
1,1911976965000
1,1913986541200
2,1914529768500
3,1914810446800
2,1915524376200
1,1916224554000
3,1918788655300
2,1921411839200
4,1926734097500
1,1928254095800
2,1928910395200
2,1928930201400
4,1930384360200
1,1930467410900
1,1930561731500
1,1932186986200
3,1932591527400
3,1934282118100
3,1934584506100
2,1937554793000
1,1938373808400
4,1938551563700
1,1938569345600
3,1940911527000
2,1942098759300
2,1942554467800
2,1942554539700
4,1942654899500
3,1944659555900
4,1945064058000
2,1945289682200
3,1945849787100
3,1946315742400
4,1947627583100
1,1947849013000
3,1948118795000
1,1949367379800
1,1950021827100
2,1953051096700
3,1953189254000
1,1954289694600
1,1955185027000
1,1956860617500
1,1959892479900
2,1960468548900
1,1962666623300
2,1965071676000
4,1966470639000
1,1967556072300
2,1968542201000
1,1968631820100
4,1973237464500
4,1974825093200
3,1974944260800
1,1980868222100
3,1982744671000
1,1984137775200
2,1985365491100
1,1985803589300
3,1986839189700
3,1987443308000
1,1988907696200
2,1988907712300
2,1990169664400
2,1990414240400
3,1990844900400
3,1991249455300
2,1992497198500
3,1994886084300
4,1995122084200
1,1996744246400
3,1999767682900
4,1999800762000
2,2000201760000
1,2000983465600
4,2001181565700
2,2001443795900
1,2002085834400
4,2002263770300
4,2002441890700
3,2004175604100
1,2006498594800
4,2007250248000
4,2010959341500
3,2011176986100
3,2011176997900
2,2012129298500
1,2012904186200
1,2013726911700
3,2014073576400
1,2014852468600
3,2014890589800
4,2014935546000
4,2015405655700
1,2016394260600
4,2018024981200
3,2019782140400
4,2022193177700
1,2023886499400
2,2024800093100
4,2024882055100
2,2025582456100
1,2028952194000
2,2029830368600
2,2030690240000
4,2032855146100
4,2034316631100
4,2035014143800
2,2035232523100
4,2035298823500
4,2036114399500
3,2036192716800
3,2037494767700
3,2037645802900
1,2038548772300
1,2038925355900
4,2039338175100
4,2039408288000
3,2040340233500
4,2041866867000
4,2042268263300
2,2043436361600
2,2050632118700
1,2050792548100
4,2051791101500
1,2052697154700
1,2053774513000
1,2056147190400
3,2057430190400
1,2057561558300
3,2057608507100
3,2059487148800
2,2060066554200
3,2060770434900
3,2063144969600
1,2063487284000
2,2063868016100
2,2065709621400
3,2065709900300
3,2068020005300
2,2068804032000
2,2069637293800
1,2070564669200
2,2072763446900
4,2075355685900
1,2075642702000
4,2075654363700
1,2075942648800
1,2078039210600
2,2078087003000
2,2078459636000
4,2079671238000
1,2081118584000
4,2081904628400
2,2084535009500
3,2087966763800
1,2088442258300
4,2092170891800
2,2093193779500
1,2093981840500
1,2095021324200
2,2095445086300
1,2098849214700
2,2102308569000
1,2103639517100
4,2103642849400
2,2104707124400
1,2105080138400
1,2105423273000
2,2106823737600
2,2107798652400
4,2112280095800
4,2112408680300
4,2112615473500
3,2112793848500
2,2115260596200
4,2119200635700
4,2119403918100
1,2121368267700
1,2121477403900
4,2122194398000
1,2123161024300
3,2125656861500
2,2127337393400
3,2128649077400
1,2128649555800
4,2128889787300
3,2132002505900
3,2135851959000
3,2136331482700
3,2138312722800
4,2139564845800
2,2139973585400
1,2140785072700
2,2141184926700
4,2141221526600
3,2141408019400
4,2142546292900
2,2142790844000
4,2143130827000
2,2145984574500
4,2146162093100
1,2146841385000
3,2147571200500
2,2149706152500
1,2150063539300
4,2151203260000
2,2153132930100
1,2155565107000
3,2159089538800
1,2159586808000
2,2160138301800
2,2160934277300
4,2161335755600
4,2163645941200
3,2165651743000
2,2167727903900
1,2168286212700
4,2169700989400
4,2169787439400
3,2170363259300
3,2170420916900
1,2170986934400
3,2170987106000
2,2171886380100
4,2172400400900
1,2173882288200
4,2176255887600
2,2176487067300
1,2176679436100
3,2176982296400
1,2177388250800
2,2177716587100
1,2177717011100
3,2178877104200
4,2179004264600
1,2181216914200
3,2182749826800
2,2184190247300
1,2187895678700
4,2188135869200
2,2188135913000
3,2188560188700
2,2191743271900
1,2192441631600
3,2193706045700
4,2193706115500
1,2195021435800
4,2199502142100
4,2200031734500
4,2202493199300
2,2203132231000
3,2203327480600
4,2203414833300
4,2204182763100
1,2205804226100
3,2206897756500
3,2208147275900
3,2208398226900
3,2209478615300
1,2211384294800
2,2212341142600
3,2214070681800
4,2218100896100
1,2218520974200
4,2218919183000
1,2219289381600
4,2219333422400
3,2220821966000
3,2225618608500
4,2226934705900
1,2227502873000
3,2230265238700
1,2230383811700
1,2231829352000
2,2233454795500
1,2235033638400
1,2235414826600
4,2239339442600
4,2241245361000
3,2242219019600
3,2243305123000
1,2243883981300
2,2243992670900
2,2244443329400
2,2244476033600
1,2247496223000
4,2248356780100
1,2248552822900
1,2248642839700
4,2248952591800
4,2249531446600
4,2250386354300
1,2250681497300
4,2254025700000
4,2255990600400
3,2256243469000
3,2257662757300
3,2259430911800
3,2262233069600
4,2266524367700
3,2266582357600
3,2267296408700
3,2267446482900
2,2271370966800
1,2271857441900
4,2272981388400
2,2276309791700
1,2276936244000
4,2278527926000
2,2278979431700
4,2279103577000
2,2280429752600
2,2282502384200
3,2284032393200
3,2287709959100
2,2287886953200
3,2287960389800
4,2289421330600
3,2290072725400
3,2294251769500
4,2298040888900
2,2299298073000
3,2302034514300
2,2303169284000
3,2308500823700
3,2308646991700
3,2308686131300
2,2308989554500
4,2309470590600
3,2310313212700
1,2310493648200
1,2312092702200
3,2313750074000
3,2314190593000
4,2314345817200
3,2315060296700
3,2320375622700
4,2321173218400
1,2323390516600
4,2323752768300
3,2326527563000
1,2327008726100
1,2327376373500
1,2328346739600
3,2329900453100
3,2330251548800
3,2330822825800
1,2333445022300
1,2336219892700
2,2339882062900
4,2342800677500
4,2345397226000
4,2346935532000
2,2346962655200
1,2347555545000
3,2350987127400
1,2351033717700
2,2352936478600
1,2354155601700
2,2354353406600
4,2354447490400
2,2354883664300
4,2355040907900
3,2355042137300
3,2356305578400
4,2356892314500
4,2357000290700
1,2357923810600
3,2358395878400
3,2362056088000
4,2362870496300
3,2363078502600
3,2365777121200
2,2367668608000
1,2369116484500
1,2369116973200
3,2369736929300
4,2369744355900
2,2370869928700
3,2372808011100
4,2374592352000
2,2375618963600
2,2377859283200
1,2378580167300
3,2390149442800
1,2393856328100
1,2394688487400
